epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,338.535,0.61192,0.96305,0.80499,0.03025,1,0.93786,0.77828,0.6377,2.80929,0.79135,0.000348077,0.000348077,0.000348077
43,346.559,0.64526,1.04836,0.81796,0.02981,1,0.93786,0.77828,0.6183,2.80303,0.7873,0.000350625,0.000350625,0.000350625
44,354.093,0.57251,0.86071,0.80277,0.02981,1,0.93786,0.77828,0.6183,2.80303,0.7873,0.00035289,0.00035289,0.00035289
45,363.58,0.63565,0.99252,0.81193,0.02917,1,0.94643,0.83516,0.5505,2.76775,0.78479,0.000354872,0.000354872,0.000354872
46,370.914,0.56386,0.81625,0.80627,0.02917,1,0.94643,0.83516,0.5505,2.76775,0.78479,0.000356571,0.000356571,0.000356571
47,379.791,0.65838,0.81847,0.82168,0.02989,1,0.96643,0.83793,0.54423,2.73994,0.78737,0.000357987,0.000357987,0.000357987
48,386.963,0.56715,0.73209,0.80918,0.02989,1,0.96643,0.83793,0.54423,2.73994,0.78737,0.000359121,0.000359121,0.000359121
49,395.915,0.58219,0.98108,0.8299,0.02956,1,0.96643,0.83793,0.53705,2.71895,0.79068,0.000359971,0.000359971,0.000359971
50,402.968,0.53794,0.82785,0.8083,0.02956,1,0.96643,0.83793,0.53705,2.71895,0.79068,0.000360538,0.000360538,0.000360538
51,411.504,0.56316,0.79806,0.80359,0.02943,1,0.96643,0.86282,0.50157,2.74178,0.78873,0.000360822,0.000360822,0.000360822
52,418.738,0.51239,0.8826,0.81517,0.02943,1,0.96643,0.86282,0.50157,2.74178,0.78873,0.000360824,0.000360824,0.000360824
53,426.758,0.5852,0.95252,0.83306,0.02943,1,0.96643,0.86282,0.50157,2.74178,0.78873,0.000360542,0.000360542,0.000360542
54,434.412,0.60348,1.10011,0.81753,0.0304,1,0.90333,0.82578,0.46864,2.85235,0.78608,0.000359978,0.000359978,0.000359978
55,441.972,0.52271,0.95814,0.81629,0.0304,1,0.90333,0.82578,0.46864,2.85235,0.78608,0.000359131,0.000359131,0.000359131
56,449.772,0.54053,0.92405,0.8097,0.0304,1,0.90333,0.82578,0.46864,2.85235,0.78608,0.000358,0.000358,0.000358
57,457.313,0.75502,0.79468,0.84809,0.03078,1,0.90056,0.8316,0.46089,2.98459,0.78241,0.000356587,0.000356587,0.000356587
58,465.529,0.51333,0.78033,0.83454,0.03078,1,0.90056,0.8316,0.46089,2.98459,0.78241,0.000354891,0.000354891,0.000354891
59,472.779,0.56746,0.96078,0.79904,0.03078,1,0.90056,0.8316,0.46089,2.98459,0.78241,0.000352912,0.000352912,0.000352912
60,481.601,0.56713,0.77034,0.82828,0.02992,1,0.89967,0.83854,0.4435,2.97166,0.77982,0.000350649,0.000350649,0.000350649
61,488.505,0.53241,0.74251,0.81256,0.02992,1,0.89967,0.83854,0.4435,2.97166,0.77982,0.000348104,0.000348104,0.000348104
62,497.321,0.56222,0.77282,0.78962,0.02992,1,0.89967,0.83854,0.4435,2.97166,0.77982,0.000345276,0.000345276,0.000345276
63,504.431,0.59653,0.81465,0.8303,0.02864,1,0.89959,0.81946,0.46961,2.84595,0.78348,0.000342165,0.000342165,0.000342165
64,512.872,0.56197,0.77903,0.8154,0.02864,1,0.89959,0.81946,0.46961,2.84595,0.78348,0.000338772,0.000338772,0.000338772
65,519.821,0.6167,0.84762,0.80364,0.02864,1,0.89959,0.81946,0.46961,2.84595,0.78348,0.000335095,0.000335095,0.000335095
66,528.104,0.54815,0.78324,0.81675,0.02832,1,0.93346,0.85233,0.47668,2.71123,0.78048,0.000331135,0.000331135,0.000331135
67,535.23,0.56062,0.75326,0.82124,0.02832,1,0.93346,0.85233,0.47668,2.71123,0.78048,0.000326892,0.000326892,0.000326892
68,543.107,0.51451,0.84417,0.85566,0.02832,1,0.93346,0.85233,0.47668,2.71123,0.78048,0.000322367,0.000322367,0.000322367
69,550.982,0.56203,0.72157,0.80679,1,0.65472,0.97833,0.89639,0.44659,2.53898,0.77747,0.000317558,0.000317558,0.000317558
70,558.511,0.5819,0.70788,0.81585,1,0.65472,0.97833,0.89639,0.44659,2.53898,0.77747,0.000312467,0.000312467,0.000312467
71,566.638,0.53923,0.74175,0.80454,1,0.65472,0.97833,0.89639,0.44659,2.53898,0.77747,0.000307092,0.000307092,0.000307092
72,574.038,0.54755,0.71187,0.82689,1,0.27433,0.995,0.91139,0.47156,2.37825,0.77343,0.000301435,0.000301435,0.000301435
73,582.633,0.52059,0.67922,0.80962,1,0.27433,0.995,0.91139,0.47156,2.37825,0.77343,0.000295494,0.000295494,0.000295494
74,589.92,0.55988,0.71806,0.82228,1,0.27433,0.995,0.91139,0.47156,2.37825,0.77343,0.000289271,0.000289271,0.000289271
75,598.662,0.66107,0.9913,0.81621,1,0.33946,0.995,0.89892,0.50008,2.24537,0.77409,0.000282765,0.000282765,0.000282765
76,605.623,0.5425,0.68322,0.81661,1,0.33946,0.995,0.89892,0.50008,2.24537,0.77409,0.000275976,0.000275976,0.000275976
77,614.608,0.55351,0.63761,0.80968,1,0.33946,0.995,0.89892,0.50008,2.24537,0.77409,0.000268904,0.000268904,0.000268904
78,621.879,0.51073,0.63619,0.81518,1,0.38789,0.995,0.91302,0.47702,2.13713,0.77271,0.000261548,0.000261548,0.000261548
79,630.025,0.51084,0.65916,0.82705,1,0.38789,0.995,0.91302,0.47702,2.13713,0.77271,0.00025391,0.00025391,0.00025391
80,637.347,0.5846,0.63984,0.8116,1,0.38789,0.995,0.91302,0.47702,2.13713,0.77271,0.000245989,0.000245989,0.000245989
81,645.155,0.54698,0.82748,0.8024,1,0.48014,0.995,0.91302,0.44013,2.04207,0.77031,0.000237786,0.000237786,0.000237786
82,652.588,0.44989,0.60207,0.8058,1,0.48014,0.995,0.91302,0.44013,2.04207,0.77031,0.000229299,0.000229299,0.000229299
83,660.319,0.51444,0.64099,0.83803,1,0.48014,0.995,0.91302,0.44013,2.04207,0.77031,0.000220529,0.000220529,0.000220529
84,668.196,0.47733,0.68003,0.84591,0.96181,0.5,0.995,0.92798,0.41604,2.00111,0.76756,0.000211476,0.000211476,0.000211476
85,675.639,0.52715,0.63284,0.79059,0.96181,0.5,0.995,0.92798,0.41604,2.00111,0.76756,0.000202141,0.000202141,0.000202141
86,684.186,0.51794,0.61641,0.82607,0.96181,0.5,0.995,0.92798,0.41604,2.00111,0.76756,0.000192522,0.000192522,0.000192522
87,691.467,0.50901,0.65546,0.81942,0.96181,0.5,0.995,0.92798,0.41604,2.00111,0.76756,0.00018262,0.00018262,0.00018262
88,700.111,0.4544,0.62282,0.82463,0.86876,0.5,0.995,0.92797,0.38557,1.95473,0.76542,0.000172436,0.000172436,0.000172436
89,707.145,0.50381,0.61159,0.80923,0.86876,0.5,0.995,0.92797,0.38557,1.95473,0.76542,0.000161969,0.000161969,0.000161969
90,715.917,0.47954,0.60332,0.82296,0.86876,0.5,0.995,0.92797,0.38557,1.95473,0.76542,0.000151218,0.000151218,0.000151218
91,723.003,0.52543,0.70068,0.80448,0.86876,0.5,0.995,0.92797,0.38557,1.95473,0.76542,0.000140185,0.000140185,0.000140185
92,731.559,0.4681,0.69299,0.79891,1,0.47143,0.995,0.96525,0.36287,1.89957,0.76302,0.000128869,0.000128869,0.000128869
93,738.603,0.45802,0.61934,0.80659,1,0.47143,0.995,0.96525,0.36287,1.89957,0.76302,0.000117269,0.000117269,0.000117269
94,746.709,0.4788,0.64808,0.79657,1,0.47143,0.995,0.96525,0.36287,1.89957,0.76302,0.000105387,0.000105387,0.000105387
95,753.948,0.49366,0.64148,0.83634,1,0.47143,0.995,0.96525,0.36287,1.89957,0.76302,9.32222e-05,9.32222e-05,9.32222e-05
96,761.759,0.46897,0.67097,0.8021,0.81932,0.5,0.97833,0.95026,0.34753,1.85756,0.76172,8.07742e-05,8.07742e-05,8.07742e-05
97,769.136,0.46913,0.65441,0.7958,0.81932,0.5,0.97833,0.95026,0.34753,1.85756,0.76172,6.80433e-05,6.80433e-05,6.80433e-05
98,776.707,0.4466,0.63647,0.79453,0.81932,0.5,0.97833,0.95026,0.34753,1.85756,0.76172,5.50294e-05,5.50294e-05,5.50294e-05
99,784.455,0.44717,0.61593,0.79582,0.81932,0.5,0.97833,0.95026,0.34753,1.85756,0.76172,4.17325e-05,4.17325e-05,4.17325e-05
100,791.766,0.42351,0.68996,0.77759,0.81505,0.5,0.97833,0.94358,0.34097,1.79015,0.76114,2.81527e-05,2.81527e-05,2.81527e-05
