epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,244.076,0.61015,1.46886,0.85386,0.02735,0.8,0.3655,0.23408,0.67213,3.41784,0.80371,0.000282698,0.000282698,0.000282698
29,251.891,0.58128,1.25207,0.86764,0.02647,0.8,0.46536,0.30592,0.61916,3.40824,0.79813,0.000289207,0.000289207,0.000289207
30,260.665,0.67614,1.30233,0.8839,0.02647,0.8,0.46536,0.30592,0.61916,3.40824,0.79813,0.000295433,0.000295433,0.000295433
31,268.092,0.60779,1.23066,0.8637,0.02553,0.8,0.46123,0.32432,0.59172,3.42177,0.80132,0.000301376,0.000301376,0.000301376
32,277.069,0.67545,1.19806,0.81121,0.02553,0.8,0.46123,0.32432,0.59172,3.42177,0.80132,0.000307036,0.000307036,0.000307036
33,284.485,0.72915,1.05221,0.87162,0.03012,0.9,0.44805,0.36367,0.61543,3.43769,0.80809,0.000312414,0.000312414,0.000312414
34,293.08,0.69131,1.24481,0.84394,0.03012,0.9,0.44805,0.36367,0.61543,3.43769,0.80809,0.000317508,0.000317508,0.000317508
35,301.195,0.66898,1.12537,0.84123,0.035,1,0.42,0.3152,0.66942,3.49291,0.81195,0.00032232,0.00032232,0.00032232
36,309.182,0.71605,1.1113,0.84048,0.035,1,0.42,0.3152,0.66942,3.49291,0.81195,0.000326848,0.000326848,0.000326848
37,317.688,0.60601,0.87186,0.85039,0.03452,1,0.30229,0.26628,0.62987,3.49403,0.80705,0.000331094,0.000331094,0.000331094
38,325.213,0.55359,0.91688,0.82026,0.03452,1,0.30229,0.26628,0.62987,3.49403,0.80705,0.000335056,0.000335056,0.000335056
39,334.195,0.6528,1.03162,0.83415,0.03462,1,0.27864,0.24564,0.53905,3.4912,0.80893,0.000338736,0.000338736,0.000338736
40,341.518,0.64318,0.93487,0.84798,0.03462,1,0.27864,0.24564,0.53905,3.4912,0.80893,0.000342133,0.000342133,0.000342133
41,350.427,0.65011,1.01313,0.83851,0.01952,0.7,0.32596,0.25302,0.48413,3.45302,0.80374,0.000345246,0.000345246,0.000345246
42,358.008,0.68457,0.89157,0.84694,0.01952,0.7,0.32596,0.25302,0.48413,3.45302,0.80374,0.000348077,0.000348077,0.000348077
43,366.522,0.65036,0.95876,0.83999,0.0151,0.6,0.41801,0.32582,0.52437,3.39601,0.80291,0.000350625,0.000350625,0.000350625
44,374.867,0.60036,0.74942,0.86277,0.0151,0.6,0.41801,0.32582,0.52437,3.39601,0.80291,0.00035289,0.00035289,0.00035289
45,382.999,0.59746,1.05064,0.8158,0.02,0.7,0.50463,0.4036,0.5467,3.36851,0.80617,0.000354872,0.000354872,0.000354872
46,391.99,0.55241,0.87366,0.83104,0.02,0.7,0.50463,0.4036,0.5467,3.36851,0.80617,0.000356571,0.000356571,0.000356571
47,399.464,0.58986,0.89766,0.838,0.01521,0.6,0.50186,0.42595,0.56615,3.37504,0.79766,0.000357987,0.000357987,0.000357987
48,408.223,0.54941,0.82475,0.83609,0.01521,0.6,0.50186,0.42595,0.56615,3.37504,0.79766,0.000359121,0.000359121,0.000359121
49,415.816,0.62217,0.92045,0.8473,0.0152,0.6,0.50164,0.42579,0.55181,3.37304,0.8097,0.000359971,0.000359971,0.000359971
50,424.487,0.47925,0.83134,0.81664,0.0152,0.6,0.50164,0.42579,0.55181,3.37304,0.8097,0.000360538,0.000360538,0.000360538
51,432.774,0.52841,0.87057,0.83176,0.01536,0.6,0.50162,0.42578,0.48495,3.35244,0.80633,0.000360822,0.000360822,0.000360822
52,440.837,0.5189,0.7449,0.82523,0.01536,0.6,0.50162,0.42578,0.48495,3.35244,0.80633,0.000360824,0.000360824,0.000360824
53,449.697,0.62302,0.90496,0.87803,0.01536,0.6,0.50162,0.42578,0.48495,3.35244,0.80633,0.000360542,0.000360542,0.000360542
54,457.266,0.53718,1.01227,0.84148,0.01604,0.6,0.50068,0.45001,0.43654,3.32861,0.79517,0.000359978,0.000359978,0.000359978
55,466.041,0.56711,0.86823,0.87566,0.01604,0.6,0.50068,0.45001,0.43654,3.32861,0.79517,0.000359131,0.000359131,0.000359131
56,473.515,0.54092,0.82229,0.84903,0.01604,0.6,0.50068,0.45001,0.43654,3.32861,0.79517,0.000358,0.000358,0.000358
57,483.212,0.70032,0.99093,0.86416,0.01602,0.6,0.59709,0.48278,0.47617,3.31853,0.79209,0.000356587,0.000356587,0.000356587
58,491.117,0.48779,0.78398,0.84549,0.01602,0.6,0.59709,0.48278,0.47617,3.31853,0.79209,0.000354891,0.000354891,0.000354891
59,498.992,0.5655,0.90675,0.83235,0.01602,0.6,0.59709,0.48278,0.47617,3.31853,0.79209,0.000352912,0.000352912,0.000352912
60,507.922,0.5915,0.82538,0.85592,0.01607,0.6,0.51387,0.3615,0.49191,3.33011,0.78908,0.000350649,0.000350649,0.000350649
61,515.205,0.47671,0.72154,0.83935,0.01607,0.6,0.51387,0.3615,0.49191,3.33011,0.78908,0.000348104,0.000348104,0.000348104
62,524.262,0.54579,0.76304,0.83659,0.01607,0.6,0.51387,0.3615,0.49191,3.33011,0.78908,0.000345276,0.000345276,0.000345276
63,531.994,0.56205,0.75935,0.86445,0.01591,0.6,0.43139,0.38666,0.51903,3.30645,0.79312,0.000342165,0.000342165,0.000342165
64,540.721,0.5118,0.81569,0.82345,0.01591,0.6,0.43139,0.38666,0.51903,3.30645,0.79312,0.000338772,0.000338772,0.000338772
65,548.649,0.55924,0.82826,0.84766,0.01591,0.6,0.43139,0.38666,0.51903,3.30645,0.79312,0.000335095,0.000335095,0.000335095
66,557.185,0.50509,0.80512,0.82846,0.01585,0.6,0.43128,0.38657,0.51362,3.25886,0.78827,0.000331135,0.000331135,0.000331135
67,565.778,0.54357,0.75295,0.87534,0.01585,0.6,0.43128,0.38657,0.51362,3.25886,0.78827,0.000326892,0.000326892,0.000326892
68,573.422,0.48296,0.76862,0.85628,0.01585,0.6,0.43128,0.38657,0.51362,3.25886,0.78827,0.000322367,0.000322367,0.000322367
69,582.396,0.51331,0.72163,0.82609,0.01596,0.6,0.51382,0.47082,0.46235,3.21576,0.76506,0.000317558,0.000317558,0.000317558
70,589.628,0.52702,0.71056,0.82707,0.01596,0.6,0.51382,0.47082,0.46235,3.21576,0.76506,0.000312467,0.000312467,0.000312467
71,598.439,0.51902,0.71805,0.81916,0.01596,0.6,0.51382,0.47082,0.46235,3.21576,0.76506,0.000307092,0.000307092,0.000307092
72,605.956,0.51205,0.73844,0.85488,0.01563,0.6,0.59715,0.57722,0.48134,3.13656,0.75677,0.000301435,0.000301435,0.000301435
73,614.289,0.5166,0.66544,0.81283,0.01563,0.6,0.59715,0.57722,0.48134,3.13656,0.75677,0.000295494,0.000295494,0.000295494
74,622.686,0.52639,0.68219,0.84216,0.01563,0.6,0.59715,0.57722,0.48134,3.13656,0.75677,0.000289271,0.000289271,0.000289271
75,630.695,0.60471,0.90423,0.81955,0.02063,0.7,0.60229,0.52849,0.50976,3.07659,0.75175,0.000282765,0.000282765,0.000282765
76,639.465,0.48375,0.65235,0.83201,0.02063,0.7,0.60229,0.52849,0.50976,3.07659,0.75175,0.000275976,0.000275976,0.000275976
77,647.251,0.48447,0.6304,0.80706,0.02063,0.7,0.60229,0.52849,0.50976,3.07659,0.75175,0.000268904,0.000268904,0.000268904
78,656.21,0.47152,0.70151,0.86042,0.03082,0.9,0.80548,0.72985,0.52618,3.03369,0.74512,0.000261548,0.000261548,0.000261548
79,663.925,0.48153,0.65282,0.84002,0.03082,0.9,0.80548,0.72985,0.52618,3.03369,0.74512,0.00025391,0.00025391,0.00025391
80,672.479,0.5326,0.64232,0.81677,0.03082,0.9,0.80548,0.72985,0.52618,3.03369,0.74512,0.000245989,0.000245989,0.000245989
81,680.478,0.54393,0.87116,0.85013,0.47906,0.8,0.80298,0.74921,0.51761,2.97952,0.74321,0.000237786,0.000237786,0.000237786
82,688.341,0.43149,0.62458,0.80542,0.47906,0.8,0.80298,0.74921,0.51761,2.97952,0.74321,0.000229299,0.000229299,0.000229299
83,697.163,0.51535,0.65234,0.84705,0.47906,0.8,0.80298,0.74921,0.51761,2.97952,0.74321,0.000220529,0.000220529,0.000220529
84,704.707,0.47845,0.6632,0.85557,0.72899,0.5,0.80182,0.73445,0.47916,2.92088,0.74309,0.000211476,0.000211476,0.000211476
85,713.559,0.51798,0.6454,0.80278,0.72899,0.5,0.80182,0.73445,0.47916,2.92088,0.74309,0.000202141,0.000202141,0.000202141
86,721.068,0.52259,0.62259,0.83219,0.72899,0.5,0.80182,0.73445,0.47916,2.92088,0.74309,0.000192522,0.000192522,0.000192522
87,729.968,0.50586,0.70664,0.8273,0.72899,0.5,0.80182,0.73445,0.47916,2.92088,0.74309,0.00018262,0.00018262,0.00018262
88,738.046,0.43844,0.66414,0.83837,0.81965,0.5,0.90038,0.82181,0.44291,2.81813,0.74257,0.000172436,0.000172436,0.000172436
89,746.417,0.48407,0.62112,0.81321,0.81965,0.5,0.90038,0.82181,0.44291,2.81813,0.74257,0.000161969,0.000161969,0.000161969
90,755.154,0.47302,0.60876,0.84027,0.81965,0.5,0.90038,0.82181,0.44291,2.81813,0.74257,0.000151218,0.000151218,0.000151218
91,762.911,0.53712,0.74873,0.81133,0.81965,0.5,0.90038,0.82181,0.44291,2.81813,0.74257,0.000140185,0.000140185,0.000140185
92,771.895,0.44217,0.68622,0.79297,0.92431,0.5,0.90062,0.82222,0.4303,2.72253,0.739,0.000128869,0.000128869,0.000128869
93,779.245,0.44666,0.64624,0.82976,0.92431,0.5,0.90062,0.82222,0.4303,2.72253,0.739,0.000117269,0.000117269,0.000117269
94,787.948,0.4407,0.64973,0.82977,0.92431,0.5,0.90062,0.82222,0.4303,2.72253,0.739,0.000105387,0.000105387,0.000105387
95,795.459,0.4731,0.74129,0.85559,0.92431,0.5,0.90062,0.82222,0.4303,2.72253,0.739,9.32222e-05,9.32222e-05,9.32222e-05
96,803.872,0.47201,0.69781,0.8256,0.89815,0.5,0.9001,0.82204,0.42697,2.60426,0.7426,8.07742e-05,8.07742e-05,8.07742e-05
97,811.845,0.46177,0.68311,0.8199,0.89815,0.5,0.9001,0.82204,0.42697,2.60426,0.7426,6.80433e-05,6.80433e-05,6.80433e-05
98,819.688,0.43133,0.64788,0.78466,0.89815,0.5,0.9001,0.82204,0.42697,2.60426,0.7426,5.50294e-05,5.50294e-05,5.50294e-05
99,828.242,0.40304,0.607,0.81063,0.89815,0.5,0.9001,0.82204,0.42697,2.60426,0.7426,4.17325e-05,4.17325e-05,4.17325e-05
100,835.74,0.44696,0.76386,0.82828,0.8277,0.5,0.90294,0.8236,0.42968,2.45276,0.74117,2.81527e-05,2.81527e-05,2.81527e-05
